"year","number","name","seasonal.status","Municipality","total_docks","station.id","n_institutions_1km","n_mbta_1km","Lat","Long","population","month","avg_TMIN","avg_TMAX","avg_precip","total_trips","membership_total"
2021,"C32053","Broadway T Stop","Year Round","Boston",19,366,0,14,42.34304858,-71.0580343,657283,7,65.7,79,0.32,0,0
2021,"C32053","Broadway T Stop","Year Round","Boston",19,366,0,14,42.34304858,-71.0580343,657283,8,70,83.7,0.23,0,0
2021,"C32053","Broadway T Stop","Year Round","Boston",19,366,0,14,42.34304858,-71.0580343,657283,9,62.6,76.7,0.25,0,0
2021,"C32055","Codman Square Library","Year Round","Boston",17,350,0,9,42.2873611,-71.071111,657283,6,65.1,83.6,0.09,6,4
2021,"C32055","Codman Square Library","Year Round","Boston",17,350,0,9,42.2873611,-71.071111,657283,7,65.7,79,0.32,6,4
2021,"C32055","Codman Square Library","Year Round","Boston",17,350,0,9,42.2873611,-71.071111,657283,8,70,83.7,0.23,6,4
2021,"C32055","Codman Square Library","Year Round","Boston",17,350,0,9,42.2873611,-71.071111,657283,9,62.6,76.7,0.25,6,4
2021,"C32056","Tremont St at Northampton St","Year Round","Boston",19,364,3,22,42.3384318,-71.0816905,657283,6,65.1,83.6,0.09,110,75
2021,"C32056","Tremont St at Northampton St","Year Round","Boston",19,364,3,22,42.3384318,-71.0816905,657283,7,65.7,79,0.32,110,75
2021,"C32056","Tremont St at Northampton St","Year Round","Boston",19,364,3,22,42.3384318,-71.0816905,657283,8,70,83.7,0.23,110,75
2021,"C32056","Tremont St at Northampton St","Year Round","Boston",19,364,3,22,42.3384318,-71.0816905,657283,9,62.6,76.7,0.25,110,75
2021,"C32057","Harrison Ave at Mullins Way","Year Round","Boston",19,363,5,22,42.34521562,-71.06384031,657283,6,65.1,83.6,0.09,139,98
2021,"C32057","Harrison Ave at Mullins Way","Year Round","Boston",19,363,5,22,42.34521562,-71.06384031,657283,7,65.7,79,0.32,139,98
2021,"C32057","Harrison Ave at Mullins Way","Year Round","Boston",19,363,5,22,42.34521562,-71.06384031,657283,8,70,83.7,0.23,139,98
2021,"C32057","Harrison Ave at Mullins Way","Year Round","Boston",19,363,5,22,42.34521562,-71.06384031,657283,9,62.6,76.7,0.25,139,98
2021,"C32058","Ring Rd","Year Round - Currently Stored","Boston",15,352,7,21,42.34827839,-71.08044855,657283,6,65.1,83.6,0.09,138,88
2021,"C32058","Ring Rd","Year Round - Currently Stored","Boston",15,352,7,21,42.34827839,-71.08044855,657283,7,65.7,79,0.32,138,88
2021,"C32058","Ring Rd","Year Round - Currently Stored","Boston",15,352,7,21,42.34827839,-71.08044855,657283,8,70,83.7,0.23,138,88
2021,"C32058","Ring Rd","Year Round - Currently Stored","Boston",15,352,7,21,42.34827839,-71.08044855,657283,9,62.6,76.7,0.25,138,88
2021,"C32059","Belgrade Ave at Walworth St","Year Round","Boston",15,373,0,6,42.28634589,-71.1367213,657283,6,65.1,83.6,0.09,9,5
2021,"C32059","Belgrade Ave at Walworth St","Year Round","Boston",15,373,0,6,42.28634589,-71.1367213,657283,7,65.7,79,0.32,9,5
2021,"C32059","Belgrade Ave at Walworth St","Year Round","Boston",15,373,0,6,42.28634589,-71.1367213,657283,8,70,83.7,0.23,9,5
2021,"C32059","Belgrade Ave at Walworth St","Year Round","Boston",15,373,0,6,42.28634589,-71.1367213,657283,9,62.6,76.7,0.25,9,5
2021,"C32060","Tremont St at W. Dedham St","Year Round","Boston",15,379,2,31,42.34254914,-71.07421449,657283,6,65.1,83.6,0.09,117,75
2021,"C32060","Tremont St at W. Dedham St","Year Round","Boston",15,379,2,31,42.34254914,-71.07421449,657283,7,65.7,79,0.32,117,75
2021,"C32060","Tremont St at W. Dedham St","Year Round","Boston",15,379,2,31,42.34254914,-71.07421449,657283,8,70,83.7,0.23,117,75
2021,"C32060","Tremont St at W. Dedham St","Year Round","Boston",15,379,2,31,42.34254914,-71.07421449,657283,9,62.6,76.7,0.25,117,75
2021,"C32061","Albany St at E. Brookline St","Year Round","Boston",15,385,0,13,42.33664795,-71.0689446,657283,6,65.1,83.6,0.09,58,48
2021,"C32061","Albany St at E. Brookline St","Year Round","Boston",15,385,0,13,42.33664795,-71.0689446,657283,7,65.7,79,0.32,58,48
2021,"C32061","Albany St at E. Brookline St","Year Round","Boston",15,385,0,13,42.33664795,-71.0689446,657283,8,70,83.7,0.23,58,48
2021,"C32061","Albany St at E. Brookline St","Year Round","Boston",15,385,0,13,42.33664795,-71.0689446,657283,9,62.6,76.7,0.25,58,48
2021,"C32062","Ashmont T Stop","Year Round","Boston",15,271,0,9,42.2856944,-71.0641389,657283,6,65.1,83.6,0.09,7,7
2021,"C32062","Ashmont T Stop","Year Round","Boston",15,271,0,9,42.2856944,-71.0641389,657283,7,65.7,79,0.32,7,7
2021,"C32062","Ashmont T Stop","Year Round","Boston",15,271,0,9,42.2856944,-71.0641389,657283,8,70,83.7,0.23,7,7
2021,"C32062","Ashmont T Stop","Year Round","Boston",15,271,0,9,42.2856944,-71.0641389,657283,9,62.6,76.7,0.25,7,7
2021,"C32063","Mass Ave T Station","Year Round","Boston",16,404,5,25,42.34135616,-71.08336953,657283,6,65.1,83.6,0.09,174,131
2021,"C32063","Mass Ave T Station","Year Round","Boston",16,404,5,25,42.34135616,-71.08336953,657283,7,65.7,79,0.32,174,131
2021,"C32063","Mass Ave T Station","Year Round","Boston",16,404,5,25,42.34135616,-71.08336953,657283,8,70,83.7,0.23,174,131
2021,"C32063","Mass Ave T Station","Year Round","Boston",16,404,5,25,42.34135616,-71.08336953,657283,9,62.6,76.7,0.25,174,131
2021,"C32064","Sydney St at Carson St","Year Round","Boston",19,405,0,6,42.32039374,-71.05355408,657283,6,65.1,83.6,0.09,17,10
2021,"C32064","Sydney St at Carson St","Year Round","Boston",19,405,0,6,42.32039374,-71.05355408,657283,7,65.7,79,0.32,17,10
2021,"C32064","Sydney St at Carson St","Year Round","Boston",19,405,0,6,42.32039374,-71.05355408,657283,8,70,83.7,0.23,17,10
2021,"C32064","Sydney St at Carson St","Year Round","Boston",19,405,0,6,42.32039374,-71.05355408,657283,9,62.6,76.7,0.25,17,10
2021,"C32065","Adams St at Lonsdale St","Winter Storage","Boston",15,410,0,7,42.29167943,-71.05726346,657283,6,65.1,83.6,0.09,3,0
2021,"C32065","Adams St at Lonsdale St","Winter Storage","Boston",15,410,0,7,42.29167943,-71.05726346,657283,7,65.7,79,0.32,3,0
2021,"C32065","Adams St at Lonsdale St","Winter Storage","Boston",15,410,0,7,42.29167943,-71.05726346,657283,8,70,83.7,0.23,3,0
2021,"C32065","Adams St at Lonsdale St","Winter Storage","Boston",15,410,0,7,42.29167943,-71.05726346,657283,9,62.6,76.7,0.25,3,0
2021,"C32067","Washington St at Peters Park","Winter Storage","Boston",19,412,4,26,42.3438524,-71.06764555,657283,6,65.1,83.6,0.09,105,70
2021,"C32067","Washington St at Peters Park","Winter Storage","Boston",19,412,4,26,42.3438524,-71.06764555,657283,7,65.7,79,0.32,105,70
2021,"C32067","Washington St at Peters Park","Winter Storage","Boston",19,412,4,26,42.3438524,-71.06764555,657283,8,70,83.7,0.23,105,70
2021,"C32067","Washington St at Peters Park","Winter Storage","Boston",19,412,4,26,42.3438524,-71.06764555,657283,9,62.6,76.7,0.25,105,70
2021,"C32077","Columbus Ave at W. Canton St","Year Round","Boston",19,417,4,30,42.34474225,-71.07648162,657283,6,65.1,83.6,0.09,163,124
2021,"C32077","Columbus Ave at W. Canton St","Year Round","Boston",19,417,4,30,42.34474225,-71.07648162,657283,7,65.7,79,0.32,163,124
2021,"C32077","Columbus Ave at W. Canton St","Year Round","Boston",19,417,4,30,42.34474225,-71.07648162,657283,8,70,83.7,0.23,163,124
2021,"C32077","Columbus Ave at W. Canton St","Year Round","Boston",19,417,4,30,42.34474225,-71.07648162,657283,9,62.6,76.7,0.25,163,124
2021,"C32078","Northbourne Rd at Hyde Park Ave","Winter Storage","Boston",19,421,0,6,42.29118035,-71.11773666,657283,6,65.1,83.6,0.09,7,3
2021,"C32078","Northbourne Rd at Hyde Park Ave","Winter Storage","Boston",19,421,0,6,42.29118035,-71.11773666,657283,7,65.7,79,0.32,7,3
2021,"C32078","Northbourne Rd at Hyde Park Ave","Winter Storage","Boston",19,421,0,6,42.29118035,-71.11773666,657283,8,70,83.7,0.23,7,3
2021,"C32078","Northbourne Rd at Hyde Park Ave","Winter Storage","Boston",19,421,0,6,42.29118035,-71.11773666,657283,9,62.6,76.7,0.25,7,3
2021,"C32079","American Legion Hwy at Cummins Hwy","Year Round","Boston",15,422,0,4,42.27881158,-71.11687703,657283,6,65.1,83.6,0.09,0,0
2021,"C32079","American Legion Hwy at Cummins Hwy","Year Round","Boston",15,422,0,4,42.27881158,-71.11687703,657283,7,65.7,79,0.32,0,0
2021,"C32079","American Legion Hwy at Cummins Hwy","Year Round","Boston",15,422,0,4,42.27881158,-71.11687703,657283,8,70,83.7,0.23,0,0
2021,"C32079","American Legion Hwy at Cummins Hwy","Year Round","Boston",15,422,0,4,42.27881158,-71.11687703,657283,9,62.6,76.7,0.25,0,0
2021,"C32080","Mt. Hope St at Hyde Park Ave","Winter Storage","Boston",19,423,0,7,42.28484472,-71.11874517,657283,6,65.1,83.6,0.09,3,3
2021,"C32080","Mt. Hope St at Hyde Park Ave","Winter Storage","Boston",19,423,0,7,42.28484472,-71.11874517,657283,7,65.7,79,0.32,3,3
2021,"C32080","Mt. Hope St at Hyde Park Ave","Winter Storage","Boston",19,423,0,7,42.28484472,-71.11874517,657283,8,70,83.7,0.23,3,3
2021,"C32080","Mt. Hope St at Hyde Park Ave","Winter Storage","Boston",19,423,0,7,42.28484472,-71.11874517,657283,9,62.6,76.7,0.25,3,3
2021,"C32081","Washington St at Denton Terr","Winter Storage","Boston",19,427,0,4,42.28072815,-71.13423757,657283,6,65.1,83.6,0.09,0,0
2021,"C32081","Washington St at Denton Terr","Winter Storage","Boston",19,427,0,4,42.28072815,-71.13423757,657283,7,65.7,79,0.32,0,0
2021,"C32081","Washington St at Denton Terr","Winter Storage","Boston",19,427,0,4,42.28072815,-71.13423757,657283,8,70,83.7,0.23,0,0
2021,"C32081","Washington St at Denton Terr","Winter Storage","Boston",19,427,0,4,42.28072815,-71.13423757,657283,9,62.6,76.7,0.25,0,0
2021,"C32083","Washington St at Walsh Playground","Winter Storage","Boston",19,430,0,6,42.2771947,-71.06955614,657283,6,65.1,83.6,0.09,4,1
2021,"C32083","Washington St at Walsh Playground","Winter Storage","Boston",19,430,0,6,42.2771947,-71.06955614,657283,7,65.7,79,0.32,4,1
2021,"C32083","Washington St at Walsh Playground","Winter Storage","Boston",19,430,0,6,42.2771947,-71.06955614,657283,8,70,83.7,0.23,4,1
2021,"C32083","Washington St at Walsh Playground","Winter Storage","Boston",19,430,0,6,42.2771947,-71.06955614,657283,9,62.6,76.7,0.25,4,1
2021,"C32084","Washington St at Fuller St","Winter Storage","Boston",15,431,0,8,42.28198628,-71.07147925,657283,6,65.1,83.6,0.09,0,0
2021,"C32084","Washington St at Fuller St","Winter Storage","Boston",15,431,0,8,42.28198628,-71.07147925,657283,7,65.7,79,0.32,0,0
2021,"C32084","Washington St at Fuller St","Winter Storage","Boston",15,431,0,8,42.28198628,-71.07147925,657283,8,70,83.7,0.23,0,0
2021,"C32084","Washington St at Fuller St","Winter Storage","Boston",15,431,0,8,42.28198628,-71.07147925,657283,9,62.6,76.7,0.25,0,0
2021,"C32085","Centre St at W. Roxbury Post Office","Year Round","Boston",19,432,0,3,42.28633199,-71.15344755,657283,6,65.1,83.6,0.09,6,3
2021,"C32085","Centre St at W. Roxbury Post Office","Year Round","Boston",19,432,0,3,42.28633199,-71.15344755,657283,7,65.7,79,0.32,6,3
2021,"C32085","Centre St at W. Roxbury Post Office","Year Round","Boston",19,432,0,3,42.28633199,-71.15344755,657283,8,70,83.7,0.23,6,3
2021,"C32085","Centre St at W. Roxbury Post Office","Year Round","Boston",19,432,0,3,42.28633199,-71.15344755,657283,9,62.6,76.7,0.25,6,3
2021,"C32086","Centre St at Parkway YMCA","Year Round","Boston",19,433,0,4,42.28277901,-71.15728851,657283,6,65.1,83.6,0.09,0,0
2021,"C32086","Centre St at Parkway YMCA","Year Round","Boston",19,433,0,4,42.28277901,-71.15728851,657283,7,65.7,79,0.32,0,0
2021,"C32086","Centre St at Parkway YMCA","Year Round","Boston",19,433,0,4,42.28277901,-71.15728851,657283,8,70,83.7,0.23,0,0
2021,"C32086","Centre St at Parkway YMCA","Year Round","Boston",19,433,0,4,42.28277901,-71.15728851,657283,9,62.6,76.7,0.25,0,0
2021,"C32087","Spring St at Powell St","Year Round","Boston",19,434,0,2,42.27748444,-71.16341468,657283,6,65.1,83.6,0.09,5,2
2021,"C32087","Spring St at Powell St","Year Round","Boston",19,434,0,2,42.27748444,-71.16341468,657283,7,65.7,79,0.32,5,2
2021,"C32087","Spring St at Powell St","Year Round","Boston",19,434,0,2,42.27748444,-71.16341468,657283,8,70,83.7,0.23,5,2
2021,"C32087","Spring St at Powell St","Year Round","Boston",19,434,0,2,42.27748444,-71.16341468,657283,9,62.6,76.7,0.25,5,2
2021,"C32088","Central Ave at River St","Year Round","Boston",15,435,0,3,42.27094707,-71.07337901,657283,6,65.1,83.6,0.09,0,0
2021,"C32088","Central Ave at River St","Year Round","Boston",15,435,0,3,42.27094707,-71.07337901,657283,7,65.7,79,0.32,0,0
2021,"C32088","Central Ave at River St","Year Round","Boston",15,435,0,3,42.27094707,-71.07337901,657283,8,70,83.7,0.23,0,0
2021,"C32088","Central Ave at River St","Year Round","Boston",15,435,0,3,42.27094707,-71.07337901,657283,9,62.6,76.7,0.25,0,0
2021,"C32089","Hyde Park Ave at Walk Hill St","Year Round","Boston",15,442,0,4,42.29606705,-71.116012,657283,6,65.1,83.6,0.09,17,10
2021,"C32089","Hyde Park Ave at Walk Hill St","Year Round","Boston",15,442,0,4,42.29606705,-71.116012,657283,7,65.7,79,0.32,17,10
2021,"C32089","Hyde Park Ave at Walk Hill St","Year Round","Boston",15,442,0,4,42.29606705,-71.116012,657283,8,70,83.7,0.23,17,10
2021,"C32089","Hyde Park Ave at Walk Hill St","Year Round","Boston",15,442,0,4,42.29606705,-71.116012,657283,9,62.6,76.7,0.25,17,10
2021,"C32090","Geiger Gibson Community Health Center","Year Round","Boston",19,445,1,4,42.31886468,-71.04536798,657283,6,65.1,83.6,0.09,65,30
2021,"C32090","Geiger Gibson Community Health Center","Year Round","Boston",19,445,1,4,42.31886468,-71.04536798,657283,7,65.7,79,0.32,65,30
2021,"C32090","Geiger Gibson Community Health Center","Year Round","Boston",19,445,1,4,42.31886468,-71.04536798,657283,8,70,83.7,0.23,65,30
2021,"C32090","Geiger Gibson Community Health Center","Year Round","Boston",19,445,1,4,42.31886468,-71.04536798,657283,9,62.6,76.7,0.25,65,30
2021,"C32091","645 Summer St","Year Round","Boston",19,481,0,11,42.34178089,-71.03987017,657283,6,65.1,83.6,0.09,31,15
2021,"C32091","645 Summer St","Year Round","Boston",19,481,0,11,42.34178089,-71.03987017,657283,7,65.7,79,0.32,31,15
2021,"C32091","645 Summer St","Year Round","Boston",19,481,0,11,42.34178089,-71.03987017,657283,8,70,83.7,0.23,31,15
2021,"C32091","645 Summer St","Year Round","Boston",19,481,0,11,42.34178089,-71.03987017,657283,9,62.6,76.7,0.25,31,15
2021,"C32092","Blue Hill Ave at Havelock St","Year Round","Boston",18,490,0,5,42.286012,-71.090986,657283,6,65.1,83.6,0.09,0,0
2021,"C32092","Blue Hill Ave at Havelock St","Year Round","Boston",18,490,0,5,42.286012,-71.090986,657283,7,65.7,79,0.32,0,0
2021,"C32092","Blue Hill Ave at Havelock St","Year Round","Boston",18,490,0,5,42.286012,-71.090986,657283,8,70,83.7,0.23,0,0
2021,"C32092","Blue Hill Ave at Havelock St","Year Round","Boston",18,490,0,5,42.286012,-71.090986,657283,9,62.6,76.7,0.25,0,0
2021,"C32093","Harrison Ave at E. Dedham St","Year Round","Boston",19,491,1,18,42.339194,-71.06975,657283,6,65.1,83.6,0.09,87,66
2021,"C32093","Harrison Ave at E. Dedham St","Year Round","Boston",19,491,1,18,42.339194,-71.06975,657283,7,65.7,79,0.32,87,66
2021,"C32093","Harrison Ave at E. Dedham St","Year Round","Boston",19,491,1,18,42.339194,-71.06975,657283,8,70,83.7,0.23,87,66
2021,"C32093","Harrison Ave at E. Dedham St","Year Round","Boston",19,491,1,18,42.339194,-71.06975,657283,9,62.6,76.7,0.25,87,66
2021,"C32094","2 Hummingbird Lane at Olmsted Green","Year Round","Boston",17,493,0,4,42.28887,-71.095003,657283,6,65.1,83.6,0.09,0,0
2021,"C32094","2 Hummingbird Lane at Olmsted Green","Year Round","Boston",17,493,0,4,42.28887,-71.095003,657283,7,65.7,79,0.32,0,0
2021,"C32094","2 Hummingbird Lane at Olmsted Green","Year Round","Boston",17,493,0,4,42.28887,-71.095003,657283,8,70,83.7,0.23,0,0
2021,"C32094","2 Hummingbird Lane at Olmsted Green","Year Round","Boston",17,493,0,4,42.28887,-71.095003,657283,9,62.6,76.7,0.25,0,0
2021,"C32095","Bellevue T Stop","Winter Storage","Boston",19,511,0,4,42.28611421,-71.14636928,657283,6,65.1,83.6,0.09,0,0
2021,"C32095","Bellevue T Stop","Winter Storage","Boston",19,511,0,4,42.28611421,-71.14636928,657283,7,65.7,79,0.32,0,0
2021,"C32095","Bellevue T Stop","Winter Storage","Boston",19,511,0,4,42.28611421,-71.14636928,657283,8,70,83.7,0.23,0,0
2021,"C32095","Bellevue T Stop","Winter Storage","Boston",19,511,0,4,42.28611421,-71.14636928,657283,9,62.6,76.7,0.25,0,0
2021,"C32096","Knoll St at Centre St","Winter Storage","Boston",19,512,0,2,42.29376656,-71.1365658,657283,6,65.1,83.6,0.09,6,3
2021,"C32096","Knoll St at Centre St","Winter Storage","Boston",19,512,0,2,42.29376656,-71.1365658,657283,7,65.7,79,0.32,6,3
2021,"C32096","Knoll St at Centre St","Winter Storage","Boston",19,512,0,2,42.29376656,-71.1365658,657283,8,70,83.7,0.23,6,3
2021,"C32096","Knoll St at Centre St","Winter Storage","Boston",19,512,0,2,42.29376656,-71.1365658,657283,9,62.6,76.7,0.25,6,3
2021,"C32099","Circuit Drive at American Legion Hwy","Year Round","Boston",19,538,0,4,42.29704126,-71.09171927,657283,6,65.1,83.6,0.09,0,0
2021,"C32099","Circuit Drive at American Legion Hwy","Year Round","Boston",19,538,0,4,42.29704126,-71.09171927,657283,7,65.7,79,0.32,0,0
2021,"C32099","Circuit Drive at American Legion Hwy","Year Round","Boston",19,538,0,4,42.29704126,-71.09171927,657283,8,70,83.7,0.23,0,0
2021,"C32099","Circuit Drive at American Legion Hwy","Year Round","Boston",19,538,0,4,42.29704126,-71.09171927,657283,9,62.6,76.7,0.25,0,0
2021,"C32100","Hyde Park Ave at Arlington St","Winter Storage","Boston",19,542,0,5,42.26286746,-71.12163126,657283,6,65.1,83.6,0.09,0,0
2021,"C32100","Hyde Park Ave at Arlington St","Winter Storage","Boston",19,542,0,5,42.26286746,-71.12163126,657283,7,65.7,79,0.32,0,0
2021,"C32100","Hyde Park Ave at Arlington St","Winter Storage","Boston",19,542,0,5,42.26286746,-71.12163126,657283,8,70,83.7,0.23,0,0
2021,"C32100","Hyde Park Ave at Arlington St","Winter Storage","Boston",19,542,0,5,42.26286746,-71.12163126,657283,9,62.6,76.7,0.25,0,0
2021,"C32101","American Legion Hwy at Hyde Park Ave","Winter Storage","Boston",19,543,0,3,42.27265394,-71.11990392,657283,6,65.1,83.6,0.09,0,0
2021,"C32101","American Legion Hwy at Hyde Park Ave","Winter Storage","Boston",19,543,0,3,42.27265394,-71.11990392,657283,7,65.7,79,0.32,0,0
2021,"C32101","American Legion Hwy at Hyde Park Ave","Winter Storage","Boston",19,543,0,3,42.27265394,-71.11990392,657283,8,70,83.7,0.23,0,0
2021,"C32101","American Legion Hwy at Hyde Park Ave","Winter Storage","Boston",19,543,0,3,42.27265394,-71.11990392,657283,9,62.6,76.7,0.25,0,0
2021,"C32102","Walnut Ave at School St","Year Round","Boston",19,539,0,7,42.31242399,-71.09616905,657283,6,65.1,83.6,0.09,0,0
2021,"C32102","Walnut Ave at School St","Year Round","Boston",19,539,0,7,42.31242399,-71.09616905,657283,7,65.7,79,0.32,0,0
2021,"C32102","Walnut Ave at School St","Year Round","Boston",19,539,0,7,42.31242399,-71.09616905,657283,8,70,83.7,0.23,0,0
2021,"C32102","Walnut Ave at School St","Year Round","Boston",19,539,0,7,42.31242399,-71.09616905,657283,9,62.6,76.7,0.25,0,0
2021,"C32103","Morton St at Gallivan Blvd","Year Round","Boston",15,545,0,5,42.278747,-71.080286,657283,6,65.1,83.6,0.09,0,0
2021,"C32103","Morton St at Gallivan Blvd","Year Round","Boston",15,545,0,5,42.278747,-71.080286,657283,7,65.7,79,0.32,0,0
2021,"C32103","Morton St at Gallivan Blvd","Year Round","Boston",15,545,0,5,42.278747,-71.080286,657283,8,70,83.7,0.23,0,0
2021,"C32103","Morton St at Gallivan Blvd","Year Round","Boston",15,545,0,5,42.278747,-71.080286,657283,9,62.6,76.7,0.25,0,0
2021,"C32104","Cleary Sq","Year Round","Boston",16,546,0,3,42.2556,-71.12444,657283,6,65.1,83.6,0.09,0,0
2021,"C32104","Cleary Sq","Year Round","Boston",16,546,0,3,42.2556,-71.12444,657283,7,65.7,79,0.32,0,0
2021,"C32104","Cleary Sq","Year Round","Boston",16,546,0,3,42.2556,-71.12444,657283,8,70,83.7,0.23,0,0
2021,"C32104","Cleary Sq","Year Round","Boston",16,546,0,3,42.2556,-71.12444,657283,9,62.6,76.7,0.25,0,0
2021,"C32105","606 American Legion Hwy at Canterbury St","Year Round","Boston",18,547,0,4,42.28578,-71.109725,657283,6,65.1,83.6,0.09,0,0
2021,"C32105","606 American Legion Hwy at Canterbury St","Year Round","Boston",18,547,0,4,42.28578,-71.109725,657283,7,65.7,79,0.32,0,0
2021,"C32105","606 American Legion Hwy at Canterbury St","Year Round","Boston",18,547,0,4,42.28578,-71.109725,657283,8,70,83.7,0.23,0,0
2021,"C32105","606 American Legion Hwy at Canterbury St","Year Round","Boston",18,547,0,4,42.28578,-71.109725,657283,9,62.6,76.7,0.25,0,0
2021,"C32106","555 Metropolitan Ave","Year Round","Boston",18,548,0,4,42.2681,-71.11924,657283,6,65.1,83.6,0.09,0,0
2021,"C32106","555 Metropolitan Ave","Year Round","Boston",18,548,0,4,42.2681,-71.11924,657283,7,65.7,79,0.32,0,0
2021,"C32106","555 Metropolitan Ave","Year Round","Boston",18,548,0,4,42.2681,-71.11924,657283,8,70,83.7,0.23,0,0
2021,"C32106","555 Metropolitan Ave","Year Round","Boston",18,548,0,4,42.2681,-71.11924,657283,9,62.6,76.7,0.25,0,0
2021,"C32107","Pier 4 Blvd at Autumn Ln","Year Round","Boston",19,561,0,16,42.3502102,-71.0446705,657283,6,65.1,83.6,0.09,0,0
2021,"C32107","Pier 4 Blvd at Autumn Ln","Year Round","Boston",19,561,0,16,42.3502102,-71.0446705,657283,7,65.7,79,0.32,0,0
2021,"C32107","Pier 4 Blvd at Autumn Ln","Year Round","Boston",19,561,0,16,42.3502102,-71.0446705,657283,8,70,83.7,0.23,0,0
2021,"C32107","Pier 4 Blvd at Autumn Ln","Year Round","Boston",19,561,0,16,42.3502102,-71.0446705,657283,9,62.6,76.7,0.25,0,0
2021,"D32000","Cambridge St at Joy St","Year Round","Boston",15,6,7,26,42.36125722,-71.06528744,657283,6,65.1,83.6,0.09,270,188
2021,"D32000","Cambridge St at Joy St","Year Round","Boston",15,6,7,26,42.36125722,-71.06528744,657283,7,65.7,79,0.32,270,188
2021,"D32000","Cambridge St at Joy St","Year Round","Boston",15,6,7,26,42.36125722,-71.06528744,657283,8,70,83.7,0.23,270,188
2021,"D32000","Cambridge St at Joy St","Year Round","Boston",15,6,7,26,42.36125722,-71.06528744,657283,9,62.6,76.7,0.25,270,188
2021,"D32001","New Balance - 20 Guest St","Year Round","Boston",15,37,0,8,42.35732922,-71.1467354,657283,6,65.1,83.6,0.09,26,15
2021,"D32001","New Balance - 20 Guest St","Year Round","Boston",15,37,0,8,42.35732922,-71.1467354,657283,7,65.7,79,0.32,26,15
2021,"D32001","New Balance - 20 Guest St","Year Round","Boston",15,37,0,8,42.35732922,-71.1467354,657283,8,70,83.7,0.23,26,15
2021,"D32001","New Balance - 20 Guest St","Year Round","Boston",15,37,0,8,42.35732922,-71.1467354,657283,9,62.6,76.7,0.25,26,15
2021,"D32002","Washington St at Waltham St","Year Round","Boston",15,26,1,19,42.34157472,-71.0689044,657283,6,65.1,83.6,0.09,108,74
2021,"D32002","Washington St at Waltham St","Year Round","Boston",15,26,1,19,42.34157472,-71.0689044,657283,7,65.7,79,0.32,108,74
2021,"D32002","Washington St at Waltham St","Year Round","Boston",15,26,1,19,42.34157472,-71.0689044,657283,8,70,83.7,0.23,108,74
2021,"D32002","Washington St at Waltham St","Year Round","Boston",15,26,1,19,42.34157472,-71.0689044,657283,9,62.6,76.7,0.25,108,74
2021,"D32004","Arch St at Franklin St","Winter Storage","Boston",31,35,8,36,42.35533502,-71.05822917,657283,6,65.1,83.6,0.09,183,129
2021,"D32004","Arch St at Franklin St","Winter Storage","Boston",31,35,8,36,42.35533502,-71.05822917,657283,7,65.7,79,0.32,183,129
2021,"D32004","Arch St at Franklin St","Winter Storage","Boston",31,35,8,36,42.35533502,-71.05822917,657283,8,70,83.7,0.23,183,129
2021,"D32004","Arch St at Franklin St","Winter Storage","Boston",31,35,8,36,42.35533502,-71.05822917,657283,9,62.6,76.7,0.25,183,129
2021,"D32005","Copley Square - Dartmouth St at Boylston St","Year Round","Boston",33,36,6,26,42.34992828,-71.07739207,657283,6,65.1,83.6,0.09,219,127
2021,"D32005","Copley Square - Dartmouth St at Boylston St","Year Round","Boston",33,36,6,26,42.34992828,-71.07739207,657283,7,65.7,79,0.32,219,127
2021,"D32005","Copley Square - Dartmouth St at Boylston St","Year Round","Boston",33,36,6,26,42.34992828,-71.07739207,657283,8,70,83.7,0.23,219,127
2021,"D32005","Copley Square - Dartmouth St at Boylston St","Year Round","Boston",33,36,6,26,42.34992828,-71.07739207,657283,9,62.6,76.7,0.25,219,127
2021,"D32006","Lewis Wharf at Atlantic Ave","Year Round","Boston",19,40,2,19,42.363871,-71.050877,657283,6,65.1,83.6,0.09,294,139
2021,"D32006","Lewis Wharf at Atlantic Ave","Year Round","Boston",19,40,2,19,42.363871,-71.050877,657283,7,65.7,79,0.32,294,139
2021,"D32006","Lewis Wharf at Atlantic Ave","Year Round","Boston",19,40,2,19,42.363871,-71.050877,657283,8,70,83.7,0.23,294,139
2021,"D32006","Lewis Wharf at Atlantic Ave","Year Round","Boston",19,40,2,19,42.363871,-71.050877,657283,9,62.6,76.7,0.25,294,139
2021,"D32007","Boylston St at Arlington St","Year Round","Boston",31,42,10,33,42.352808,-71.067585,657283,6,65.1,83.6,0.09,257,115
2021,"D32007","Boylston St at Arlington St","Year Round","Boston",31,42,10,33,42.352808,-71.067585,657283,7,65.7,79,0.32,257,115
2021,"D32007","Boylston St at Arlington St","Year Round","Boston",31,42,10,33,42.352808,-71.067585,657283,8,70,83.7,0.23,257,115
2021,"D32007","Boylston St at Arlington St","Year Round","Boston",31,42,10,33,42.352808,-71.067585,657283,9,62.6,76.7,0.25,257,115
2021,"D32008","Rowes Wharf at Atlantic Ave","Year Round","Boston",15,43,3,30,42.357143,-71.050699,657283,6,65.1,83.6,0.09,128,68
2021,"D32008","Rowes Wharf at Atlantic Ave","Year Round","Boston",15,43,3,30,42.357143,-71.050699,657283,7,65.7,79,0.32,128,68
